,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,주소,위도,경도
188,2022년 거창크리스마스트리문화축제,거창로터리 일원,2022-12-04,2023-01-25,메인트리 및 포토존 등 트리장식 설치+문화예술공연 동영상 중계 등,거창크리스마스트리문화축제위원회,055-943-3579,경상남도 거창군 거창읍 중앙로 103,35.68667584,127.9095332
189,2022년 거창한마당대축제,스포츠파크 일원,2022-09-29,2022-10-02,아림예술제+군민체육대회 등,거창문화재단,055-940-8458,경상남도 거창군 거창읍 중앙로 103,35.68667584,127.9095332
190,2023년 부처님 오신 날 연등축제,거창군청 앞 문화광장,2023-05-06,2023-05-27,부처님 오신 날 연등 점등식,(사)거창불교사암연합회,055-940-3413,경상남도 거창군 거창읍 중앙로 103,35.68667584,127.9095332
1259,충주DIVE페스티벌,"탄금호조정경기장, 중앙탑공원 일원",2023-06-15,2023-06-18,수상공연+버스킹+매직저글링+마임+한국무용 등,충청북도 충주시청,043-850-6720,충청북도 충주시 중앙탑면 중앙탑길 150,37.02308381,127.8619248
1361,제47회 남명선비문화축제,한국선비문화연구원,2023-10-20,2023-10-21,남명제례+개막식+공연+경연+전시+체험행사,경상남도 산청군청,055-970-6401,경상남도 산청군 시천면 남명로240번길 33,35.276319,127.846049
1386,제23회 섬강축제,간현관광지 일원,2023-09-01,2023-09-03,버스킹 공연+농특산물 직거래 장터 운영 등,섬강축제위원회,033-737-5504,강원도 원주시 소금산길 12,37.36457641,127.834038
1314,함양연암문화제,안의면 오리숲일원,2023-08-25,2023-08-26,학술대회+연암역사 퀴즈대회+연암 부임행차+연암제례+축하공연+군민노래자랑,경상남도 함양군,055-960-4510,경상남도 함양군 안의면 금천리 241,35.63129664,127.812171
94,치악산찰옥수수축제,문막체육공원,2023-07-01,2023-07-01,지역 옥수수 판매 및 농특산물 직거래장터 운영 등,문막농업협동조합,033-737-1164,강원도 원주시 문막읍 문막리 329-45,37.3087155,127.8115249
322,천년 고려 숨결로 만나는 청평유람淸平流覽 좋을씨구,청평사 유튜브(온라인),2022-10-28,2022-10-28,천년 고려 숨결로 만나는 청평유람 좋을씨구,대한불교조계종 청평사,,강원도 춘천시 북산면 오봉산길 810 청평사,37.985956,127.808788
258,여수향일암일출기원한마당,돌산읍 임포마을 일원,2023-12-31,2024-01-01,재야의종타종식+일출기원제례+소망행사,전라남도 여수시청,061-659-4743,전라남도 여수시 향일암로 60 종무소,34.59379448,127.8029861
433,Your Body,후용공연예술센터,2022-02-24,2022-02-26,전쟁으로 인한 트라우마를 가진 몸의 자우와 평화를 찾는 전쟁연작,극단노뜰,033-732-0827,강원도 원주시 문막읍 비야동길 11,37.273986,127.802217
253,괴산고추축제,유기농엑스포광장 일원,2022-09-01,2022-09-04,세계고추전시회 고추품평회 황금고추를 찾아라 속풀이고추난타 등,충청북도 괴산군청,043-830-3462,충청북도 괴산군 괴산읍 임꺽정로 75,36.8134338,127.788528
1385,반계리 은행나무축제,반계리 은행나무광장,2023-11-04,2023-11-04,기획전시+체험프로그램 운영 등,반계권역창조적마을,033-000-0000,강원도 원주시 문막읍 반계리 1495-1,37.2942081,127.7884224
1266,괴산고추축제,유기농엑스포광장 일원,2023-09-01,2023-09-01,고추장담그기체험 깜짝고추경매 황금고추를찾아라 속풀이고추난타 등,충청북도 괴산군청,043-830-3463,충청북도 괴산군 괴산읍 임꺽정로 90,36.81574898,127.787533
1263,영동포도축제,영동레인보우힐링관광지 일원,2023-08-01,2023-08-01,포도밟기체험+포도따기체험+추풍령가요제+난전시 등,충청북도 영동군청,043-740-3214,충청북도 영동군 영동읍 영동황간로 122,36.16401625,127.7819484
1286,광양전어축제,진월면 망덕포구 일원,2023-09-01,2023-09-01,공연+경연+체험+전시+판매+부대행사,전라남도 광양시청,061-797-3679,전라남도 광양시 진월면 망덕길 265,34.97164706,127.7587907
215,안성환 무심 無心 -쉬어 가다,개나리미술관,2022-05-24,2022-06-05,개나리미술관에서는 5월 24일부터 6월 5일까지 안성환작가의 조각전을 개최,안성환,,강원도 춘천시 동내면 거두택지길44번길 7-19,37.85454653,127.758295
537,한동국 현관문,개나리미술관,2022-09-02,2022-09-18,"개나리미술관에서 원주출신,한동국의 첫 개인전을 개최",강원문화재단,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.85454653,127.758295
539,할말하않 황효창展,개나리미술관,2022-08-16,2022-08-28,황효창 작가의 초대전,개나리미술관,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.85454653,127.758295
546,개나리미술관 신진작가공모 선정작가전-최인엽,개나리미술관,2022-04-22,2022-05-05,신진작가공모 선정작가전-최인엽,개나리미술관,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.85454653,127.758295
1032,개나리아트페어2022,개나리미술관,2022-04-05,2022-04-17,긴 겨울을 기다린 후에 개화하는 봄꽃’과 같은 아트페어,fog.n,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.854552,127.758253
610,무하 MOOHA SPACE OF YANGYANG,개나리미술관,2022-07-19,2022-07-31,동해바다가 보이는 양양에서 온 작가 무하의 개인전을 개최,양양문화복지재단 후원,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.854513,127.758243
118,이계통간異系統間 배요한 박예지 2인전,개나리미술관,2022-08-02,2022-08-14,배요한x박예지 이계통간(異系統間),개나리미술관,070-8095-3899,강원도 춘천시 동내면거두택지길44번길7-19,37.854519,127.758213
317,진주영 틈,개나리미술관,2022-11-29,2022-12-11,"작가는 소멸 이후에 재탄생되는 것들 위로 연약하지만 찬란하게 숨 쉬며 존재하는 것들을 시각화 하고자 하였다. 이러한 주제 의식을 통해 우리가 살아가고 있는 주변의 비조명된 것들과 그 가치를 인식하고, 각자의 환상 속에서 숨 쉬고 있는 것들의 의미를 모색해보는 시간이 되었으면 한다.",진주영,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.854519,127.758213
324,길종갑 사창리사람들,개나리미술관,2022-11-15,2022-11-27,"질병과 참사가 모두의 마음을 얼어붙게 하는 이 시대에,모든 살아있는 존재들에 대한 수평적인 공존을 말하는 작가의 순박한 시선을 통해,각자에게 내재된 가장 순수한 본성으로 돌아가 보는 시간이 되었으면 한다.",길종갑,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.854519,127.758213
701,조정태 갈림길을 지나며 Passing the crossroads,개나리미술관,2022-11-01,2022-11-13,"조정태 작가의 사회와 자연, 인간에 대한 시선의 확장과 깊이를 엿볼 수 있는 시간",길종갑,070-8095-3899,강원도 춘천시 동내면 거두택지길44번길 7-19,37.854519,127.758213
132,2022 춘천도서전-춘천 쓰고 읽고 말하다.,춘천시립도서관일대,2022-10-22,2022-10-23,춘천지역출판연대가 주최하는 이번 도서전은 지역의 숨은 작가를 찾아 독자들과 이어주는 지역작가와 독자의 만남을 주요 목표로 하고 있다.,춘천지역출판연대,033-251-9362,강원도 춘천시 우석로 100,37.86198997,127.7550186
614,시민과 함께하는 라이브러리 치유 콘서트,춘천시립도서관 1층 로비,2022-07-09,2022-07-09,"클래식의 기본을 유지하면서도 남녀노소, 시민 누구나 즐기고 좋아할 수 있는 음악을 연주. 현악, 목관, 금관, 타악을 갖춘 대편성의 시민오케스트라로서 다양한 연주를 함.",춘천시립도서관+춘천시민필하모닉오케스트라,,강원도 춘천시 우석로 100,37.86198997,127.7550186
122,2020 강원문화재단 원로예술인 공연 생일 - The Dark,춘천 소극장 Zone,2020-08-03,2020-08-09,강원도 대표 연극인 김경태 원로예술인의 대표작 생일 - The Dark,강원문화재단,033-240-1347,강원도 춘천시 세실로 267 (후평동),37.880636,127.754584
1180,제4회 양평부추축제,양동역 일원,2023-09-16,2023-09-17,양동면의 특산품인 부추로 다양한 음식과 더불어 을미의병 발상지로서 의병출정식 등 행사,양평부추축제추진위원회,031-774-3253,경기도 양평군 양동면 양동역길 19,37.42030404,127.7544833
1360,제50회 지리산평화제,지리산 신선너들+산청공설운동장+성철공원,2023-10-10,2023-10-14,지리산 산신제+평화상 시상+민속행사+원혼 위령제,경상남도 산청군청,055-970-6401,경상남도 산청군 시천면 지리산대로 520,35.293748,127.754118
907,제20회 춘천국제고음악제,국립춘천박물관+춘천시청+천주교 춘천교구 애막골 성당,2022-09-16,2022-09-23,춘천국제고음악제,(사)춘천국제고음악제,,강원도 춘천시 우석로 70 국립춘천박물관,37.86371,127.752516
43,2022년 강원PAX아라리 제 3회 정기연주회,국립춘천박물관 중앙홀,2022-06-29,2022-06-29,"강원팍스아라리 주관으로 수원대학교 교수 박영란 작곡가에게 위촉한 6곡의 아리랑을 피아노(4명의 피아니스트)와 국악기(7명의 국악기 연주자)가 함께 앙상블로 연주한다. 국악과 양악의 콜라보레이션으로서, 한국 전통 민요인 아리랑을 새롭게 재창조하며 다채로운 해석을 통하여 대중적으로 다가가는 공연이 될 것이다.",강원팍스아라리,,강원도 춘천시 우석로 70 국립춘천박물관,37.86401877,127.7521907
221,2022 청년 문화정책을 더하다,국립춘천박물관 강당,2022-11-29,2022-11-29,청년 문화 인력양성과 정책 지원 방법,문화체육관광부,02-3143-1232,강원도 춘천시 우석로 70(석사동),37.86401877,127.7521907
906,2022 리얼노상댄스펍,애막골 우석초등학교 인근 거리,2022-09-14,2022-09-17,"로드 스테이지, 노상살롱, 유스클럽, 랜덤플레이 댄스, M에스Z숍",(사)춘천마임축제,033-242-0585,강원도 춘천시 애막골길16번길 6,37.86466554,127.7496908
264,Green life Green art,갤러리공간제로,2022-06-24,2022-06-30,자연과 조화를 위해 친환경 삼유를 소재로한 공예전,춘천민예총 공예협회,033-251-9363,강원도 춘천시 동면 공단로 104,37.895357,127.748964
533,2022 서현종 개인전,공간 제로(zero),2022-10-01,2022-10-10,2022 서현종의 11번째 개인전-그의 이야기속에 나오는 나무 한 그루展,서현종,,강원도 춘천시 동면 공단로 104,37.895357,127.748964
117,춘천전쟁과 일상 국제문학포럼 2020 -한국전쟁 후-,강원대학교 글로벌경영관 AMP강의실 103호,2020-02-05,2020-02-05,강연 및 토론,강원문화연구소 중점연구소사업단+강원대학교 지역사회연구,033-245-6603,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
138,제2회 호반음악제 피아졸라 나이트클럽 인 춘천,강원대 백령아트센터,2021-12-18,2021-12-18,제2회 호반음악제 피아졸라 나이트클럽 인 춘천,강원도민일보+춘천시,033-260-9331,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
139,제4회 셰익스피어 페스티벌 셰익스피어 맥베스를 연주하다,강원대학교 백령아트센터,2021-11-19,2021-11-19,"제4회 셰익스피어 페스티벌-셰익스피어,맥베스를 연주하다",셰익스피어와 함께하는 세상,033-250-7909,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
535,강원대학교 산학협력단 K-Digital Training 제2기 교육생 모집,강원대학교 춘천캠퍼스,2022-10-04,2023-03-13,언리얼엔진 기반 메타버스 개발자 양성 과정 교육생 모집,강원대학교 산학협력단,033-250-8945,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
538,2022 춘천학 학술대회 댐과 춘천의 미래,강원대학교 60주년기념관 국제회의실,2022-08-26,2022-08-26,2022 춘천학 학술대회,춘천문화원 춘천학연구소,033-244-5106,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
654,강우성의 피아노 독주회 8 두 사람의 여정,강원대학교 백령아트센터,2022-09-07,2022-09-07,"피아노 음악의 두 거장, 쇼팽과 리스트의 음악을 비교·감상해보며 관객과 대화하고 사유해보는 의미 있는 시간으로 독주회 공연",강우성,033-250-8730,강원도 춘천시 강원도대학길 1,37.86802431,127.7483874
902,제3회 호반음악제-어느 여름날,춘천 강원대학교 백령아트센터,2022-08-20,2022-08-20,제3회 호반음악제-어느 여름날(One Summer Day),강원도민일보,033-260-9331,강원도 춘천시 강원대학길 1,37.86802431,127.7483874
93,제13회 남한강축제,법천소공원,2023-07-29,2023-07-30,문화예술공연+노래자랑 등,남한강축제위원회,033-737-5630,강원도 원주시 부론면 앙암로 1234,37.20602239,127.7482249
1102,제28회 남도음식문화큰잔치,여수 세계박람회장 일원,2022-10-07,2022-10-09,상달행렬+천인오찬+달빛야시장+전시판매+경연대회 등,전라남도청+전라남도 여수시청,061-286-5771,전라남도 여수시 박람회길 1,34.75218956,127.7465005
219,연극뷰티풀라이프-춘천,소극장 연극바보들,2022-05-01,2022-07-31,연애에서 부터 결혼까지의 인생을 담은 연극,사회적협동조합 무하,,강원도 춘천시 서부대성로239번길 7,37.873327,127.744841
652,음악극 브릴리언트-찬란하게 빛나던,소극장 연극바보들,2022-09-03,2022-10-23,따사로운 봄처럼 따듯한 사랑 너에게 들려주고 싶은 어쿠스틱 멜로,사회적협동조합 무하,,강원도 춘천시 서부대성로239번길 7,37.873304,127.744831
125,춘천선열의 얼과 소통하다 한중수교 30주년기념 국제 초청 서예전 강원서예협회 정기전,춘천문화원 의암전시실,2022-10-17,2022-10-20,춘천은 애국 충정의 도시로 애향 선열의 얼을 이어 담은 작품 전시. 서예가 정광옥 비롯하여 한국작가와 중국작가 43명 전시,(사)강원여성서예협회,033-253-2992,강원도 춘천시 퇴계농공로 40(퇴계동),37.849556,127.7436554
480,춘천아트페스티벌,네이버TV 춘천아트페스티벌 채널+유튜브 춘천아트페스티벌 채널,2020-08-14,2020-08-23,춘천의 순수 공연에술 축제,강원도 춘천시청+사단법인 텐스푼,033-251-0545,강원도 춘천시 춘천로281번길 15 A동 503호,37.881501,127.743005
